topo,run,sample_idx,sample_type,pbl_mean,pbl_max
n,2,6119,nose,4.910361440124689e-06,4.910361440124689e-06
n,2,6353,nose,4.2756596485560294e-06,4.2756596485560294e-06
n,2,6509,raw,3.5243829188402742e-06,3.5243829188402742e-06
n,2,6513,nose,3.994699909526389e-06,3.994699909526389e-06
n,2,6877,nose,4.784528755408246e-06,4.784528755408246e-06
n,2,6941,nose,4.645164608518826e-06,4.645164608518826e-06
n,2,7264,nose,4.805729531653924e-06,4.805729531653924e-06
n,2,7521,nose,4.697690201282967e-06,4.697690201282967e-06
n,2,7823,nose,4.743081717606401e-06,4.743081717606401e-06
n,2,8087,nose,4.399341378302779e-06,4.399341378302779e-06
n,2,8143,nose,4.887357135885395e-06,4.887357135885395e-06
n,2,8230,nose,4.841751888307044e-06,4.841751888307044e-06
n,2,8309,nose,4.766164693137398e-06,4.766164693137398e-06
n,2,8405,raw,3.4510060231696116e-06,3.4510060231696116e-06
n,2,8420,nose,6.250115347938845e-06,6.250115347938845e-06
n,2,8552,raw,3.4360896279395092e-06,3.4360896279395092e-06
n,2,8605,raw,3.3482151593489107e-06,3.3482151593489107e-06
n,2,8614,raw,3.2064358492789324e-06,3.2064358492789324e-06
n,2,8631,raw,3.6163748973194743e-06,3.6163748973194743e-06
n,2,8679,raw,3.982530870416667e-06,3.982530870416667e-06
n,2,8713,raw,3.7473173506441526e-06,3.7473173506441526e-06
n,2,8754,raw,3.968418241129257e-06,3.968418241129257e-06
n,2,8754,nose,4.493303549679695e-06,4.493303549679695e-06
n,2,8756,raw,3.379711870366009e-06,3.379711870366009e-06
n,2,8758,raw,4.0884547161113005e-06,4.0884547161113005e-06
n,2,8837,nose,4.747275397676276e-06,4.747275397676276e-06
n,2,8874,nose,5.185369445825927e-06,5.185369445825927e-06
n,2,8911,nose,4.670140242524212e-06,4.670140242524212e-06
n,2,8925,raw,3.818516688625095e-06,3.818516688625095e-06
n,2,9047,nose,4.450033884495497e-06,4.450033884495497e-06
n,2,9206,raw,3.584602154660388e-06,3.584602154660388e-06
n,2,9213,raw,3.2655934774084017e-06,3.2655934774084017e-06
n,2,9244,raw,3.148210680592456e-06,3.148210680592456e-06
n,2,9291,raw,3.0718181278643897e-06,3.0718181278643897e-06
n,2,9330,raw,3.1631404908694094e-06,3.1631404908694094e-06
n,2,9515,nose,4.64996310256538e-06,4.64996310256538e-06
n,2,9648,raw,4.006957624369534e-06,4.006957624369534e-06
n,2,9800,nose,4.905646164843347e-06,4.905646164843347e-06
n,2,9952,raw,3.461152573436266e-06,3.461152573436266e-06
n,2,10064,raw,3.878202733176295e-06,3.878202733176295e-06
n,2,10080,raw,3.779226517508505e-06,3.779226517508505e-06
n,2,10080,nose,4.705529136117548e-06,4.705529136117548e-06
n,2,10094,raw,3.5788723380392184e-06,3.5788723380392184e-06
n,2,10097,raw,4.22307311964687e-06,4.22307311964687e-06
n,2,10130,raw,3.719399501278531e-06,3.719399501278531e-06
n,2,10130,nose,4.193834229226923e-06,4.193834229226923e-06
n,2,10144,nose,3.6281546726968372e-06,3.6281546726968372e-06
n,2,10153,raw,4.344705757830525e-06,4.344705757830525e-06
n,2,10239,nose,3.951574399252422e-06,3.951574399252422e-06
n,2,10288,raw,3.604935045586899e-06,3.604935045586899e-06
n,2,10449,raw,3.522835186231532e-06,3.522835186231532e-06
n,2,10482,raw,3.3722183161444264e-06,3.3722183161444264e-06
n,2,10923,nose,4.388737124827458e-06,4.388737124827458e-06
n,2,11094,raw,3.400719833734911e-06,3.400719833734911e-06
n,2,11109,raw,4.107734639546834e-06,4.107734639546834e-06
n,2,11126,nose,4.18999570683809e-06,4.18999570683809e-06
n,2,11611,nose,4.500220256886678e-06,4.500220256886678e-06
n,2,11957,nose,4.204653578199213e-06,4.204653578199213e-06
n,2,11994,raw,3.4945669540320523e-06,3.4945669540320523e-06
n,2,12011,nose,4.236536369717214e-06,4.236536369717214e-06
n,2,12056,nose,4.50449442723766e-06,4.50449442723766e-06
n,2,12188,nose,4.875858849118231e-06,4.875858849118231e-06
n,2,12280,nose,5.155312919669086e-06,5.155312919669086e-06
n,2,12823,raw,4.242184331815224e-06,4.242184331815224e-06
n,2,12969,raw,3.939444013667526e-06,3.939444013667526e-06
n,2,13565,nose,4.109404017071938e-06,4.109404017071938e-06
n,2,13897,nose,4.3316617848176975e-06,4.3316617848176975e-06
n,2,13923,nose,5.2690065786009654e-06,5.2690065786009654e-06
n,2,14360,nose,4.573324531520484e-06,4.573324531520484e-06
n,2,14559,nose,4.506919140112586e-06,4.506919140112586e-06
n,2,14648,nose,4.895421170658665e-06,4.895421170658665e-06
n,2,14718,nose,4.905057267023949e-06,4.905057267023949e-06
n,2,15889,nose,4.152863766648807e-06,4.152863766648807e-06
n,2,16170,nose,4.768419785250444e-06,4.768419785250444e-06
n,2,16323,nose,4.847336640523281e-06,4.847336640523281e-06
n,2,16369,nose,3.6964445371268084e-06,3.6964445371268084e-06
n,2,16958,nose,5.404789135354804e-06,5.404789135354804e-06
n,2,17209,raw,3.5619004847831093e-06,3.5619004847831093e-06
n,2,17449,nose,5.520397280633915e-06,5.520397280633915e-06
n,2,18226,nose,5.086745204607723e-06,5.086745204607723e-06
n,2,18483,nose,4.6513223423971795e-06,4.6513223423971795e-06
n,2,18543,nose,4.574259037326556e-06,4.574259037326556e-06
n,2,18960,nose,3.861904588120524e-06,3.861904588120524e-06
n,2,19281,raw,3.478230155451456e-06,3.478230155451456e-06
n,2,19407,raw,3.970043508161325e-06,3.970043508161325e-06
n,2,19469,raw,3.433302936173277e-06,3.433302936173277e-06
n,2,19850,nose,3.888319042744115e-06,3.888319042744115e-06
n,2,19867,nose,3.92825268136221e-06,3.92825268136221e-06
n,2,19973,nose,3.971033493144205e-06,3.971033493144205e-06
n,2,20003,raw,3.388101276868838e-06,3.388101276868838e-06
n,2,20107,raw,3.7480540413525887e-06,3.7480540413525887e-06
n,2,20107,nose,4.791352694155648e-06,4.791352694155648e-06
n,2,20123,raw,3.71269425158971e-06,3.71269425158971e-06
n,2,20161,nose,4.456794158613775e-06,4.456794158613775e-06
n,2,20242,nose,5.02965303894598e-06,5.02965303894598e-06
n,2,20249,raw,3.5207963264838327e-06,3.5207963264838327e-06
n,2,20313,nose,4.632930540537927e-06,4.632930540537927e-06
n,2,20375,nose,4.023705514555331e-06,4.023705514555331e-06
n,2,21111,raw,3.5256443879916333e-06,3.5256443879916333e-06
n,2,21133,raw,3.443214836806874e-06,3.443214836806874e-06
n,2,21139,raw,3.5675122944667237e-06,3.5675122944667237e-06
n,2,21169,nose,5.171969860384706e-06,5.171969860384706e-06
n,2,21413,raw,3.491960342216771e-06,3.491960342216771e-06
n,2,21427,nose,4.297699433664093e-06,4.297699433664093e-06
n,2,21451,nose,3.924643806385575e-06,3.924643806385575e-06
n,2,21585,raw,4.034002813568804e-06,4.034002813568804e-06
n,2,21607,nose,3.9884021134639625e-06,3.9884021134639625e-06
n,2,21957,nose,4.598989562509814e-06,4.598989562509814e-06
n,2,22069,nose,3.976452262577368e-06,3.976452262577368e-06
n,2,22291,nose,5.553240498556988e-06,5.553240498556988e-06
n,2,22407,raw,3.861239292746177e-06,3.861239292746177e-06
n,2,22409,raw,3.495511691653519e-06,3.495511691653519e-06
n,2,22453,raw,3.175245410602656e-06,3.175245410602656e-06
n,2,22525,nose,4.3622144403343555e-06,4.3622144403343555e-06
n,2,22569,raw,3.309498879389139e-06,3.309498879389139e-06
n,2,22600,raw,3.7503668863791972e-06,3.7503668863791972e-06
n,2,22690,nose,3.7511713344429154e-06,3.7511713344429154e-06
n,2,22692,raw,3.2128205020853784e-06,3.2128205020853784e-06
n,2,22692,nose,4.720111519418424e-06,4.720111519418424e-06
n,2,23125,nose,4.743415956909303e-06,4.743415956909303e-06
n,2,23180,nose,4.342957709013717e-06,4.342957709013717e-06
n,2,23357,nose,5.01759768667398e-06,5.01759768667398e-06
n,2,23483,raw,3.898967861459823e-06,3.898967861459823e-06
n,2,23628,nose,3.823424322035862e-06,3.823424322035862e-06
n,2,23654,nose,4.9682748795021325e-06,4.9682748795021325e-06
n,2,23691,nose,4.466583504836308e-06,4.466583504836308e-06
n,2,23803,nose,5.072139174444601e-06,5.072139174444601e-06
n,2,24033,nose,5.516077180800494e-06,5.516077180800494e-06
n,2,24137,nose,4.906575213681208e-06,4.906575213681208e-06
n,2,24221,raw,3.6511660255200695e-06,3.6511660255200695e-06
n,2,24273,nose,4.793476819031639e-06,4.793476819031639e-06
n,2,24302,nose,4.64468439531629e-06,4.64468439531629e-06
n,2,24377,raw,4.001642537332373e-06,4.001642537332373e-06
n,2,24382,raw,3.959900823247153e-06,3.959900823247153e-06
n,2,24696,nose,5.26655685462174e-06,5.26655685462174e-06
n,2,24782,raw,3.6047983940079575e-06,3.6047983940079575e-06
n,2,24880,raw,3.7894064917054493e-06,3.7894064917054493e-06
n,2,24882,raw,3.850171196972951e-06,3.850171196972951e-06
n,2,25226,raw,3.6140870633971645e-06,3.6140870633971645e-06
n,2,25431,nose,4.556726707960479e-06,4.556726707960479e-06
n,2,25568,raw,3.4533816233306425e-06,3.4533816233306425e-06
n,2,25742,nose,4.822638857149286e-06,4.822638857149286e-06
n,2,25891,nose,4.655350039683981e-06,4.655350039683981e-06
n,2,26228,nose,5.645030341838719e-06,5.645030341838719e-06
n,2,26322,raw,4.299465672374936e-06,4.299465672374936e-06
n,2,26333,nose,4.680478923546616e-06,4.680478923546616e-06
n,2,26629,nose,4.9486329771752935e-06,4.9486329771752935e-06
n,2,27186,nose,4.931286639475729e-06,4.931286639475729e-06
n,2,27262,raw,3.5432979075267212e-06,3.5432979075267212e-06
n,2,27309,raw,3.7311451706045773e-06,3.7311451706045773e-06
n,2,27356,raw,3.636757355707232e-06,3.636757355707232e-06
n,2,27380,raw,3.355169383212342e-06,3.355169383212342e-06
n,2,27384,raw,3.6757155612576753e-06,3.6757155612576753e-06
n,2,27412,nose,4.273047125025187e-06,4.273047125025187e-06
n,2,27429,nose,3.84653867513407e-06,3.84653867513407e-06
n,2,27441,raw,3.582171757443575e-06,3.582171757443575e-06
n,2,27480,raw,3.909433416993124e-06,3.909433416993124e-06
n,2,27787,raw,3.7099823657626985e-06,3.7099823657626985e-06
n,2,27883,raw,4.09350241170614e-06,4.09350241170614e-06
n,2,28082,raw,3.078110012211255e-06,3.078110012211255e-06
n,2,28082,nose,4.122068276046775e-06,4.122068276046775e-06
n,2,28083,raw,3.747445362023427e-06,3.747445362023427e-06
n,2,28140,nose,5.0003295655187685e-06,5.0003295655187685e-06
n,2,29317,raw,3.3670100947347237e-06,3.3670100947347237e-06
n,2,29339,raw,3.7237896322039887e-06,3.7237896322039887e-06
n,2,29355,raw,3.714382501129876e-06,3.714382501129876e-06
n,2,29356,raw,3.4096979106834624e-06,3.4096979106834624e-06
n,2,29391,raw,4.258483386365697e-06,4.258483386365697e-06
n,2,29504,raw,3.85430530513986e-06,3.85430530513986e-06
n,2,29714,nose,5.241526650934247e-06,5.241526650934247e-06
n,2,29810,raw,3.895424924849067e-06,3.895424924849067e-06
n,2,29890,nose,4.698103566624923e-06,4.698103566624923e-06
n,2,30315,nose,4.8896026783040725e-06,4.8896026783040725e-06
n,2,30652,nose,3.847877906082431e-06,3.847877906082431e-06
n,2,30747,nose,5.652076197293354e-06,5.652076197293354e-06
n,2,30753,nose,3.78736012862646e-06,3.78736012862646e-06
n,2,31257,nose,4.545236606645631e-06,4.545236606645631e-06
n,2,31288,raw,3.378489964234177e-06,3.378489964234177e-06
n,2,31719,nose,4.00488306695479e-06,4.00488306695479e-06
n,2,31720,nose,4.601292403094703e-06,4.601292403094703e-06
n,2,31721,raw,3.884616489813197e-06,3.884616489813197e-06
n,2,31851,nose,3.7003478610131424e-06,3.7003478610131424e-06
n,2,32057,raw,3.243068704250618e-06,3.243068704250618e-06
n,2,32407,raw,3.99459258915158e-06,3.99459258915158e-06
n,2,32407,nose,4.346468358562561e-06,4.346468358562561e-06
n,2,32768,raw,4.013169018435292e-06,4.013169018435292e-06
n,2,32873,nose,4.468191491469042e-06,4.468191491469042e-06
n,2,32900,nose,4.11145674661384e-06,4.11145674661384e-06
n,2,33107,raw,3.5370735531614628e-06,3.5370735531614628e-06
n,2,33131,raw,3.7591682939819293e-06,3.7591682939819293e-06
n,2,33394,nose,5.242275619821157e-06,5.242275619821157e-06
n,2,33502,raw,3.1699321425548987e-06,3.1699321425548987e-06
n,2,33527,nose,4.890434411208844e-06,4.890434411208844e-06
n,2,33587,raw,3.458884748397395e-06,3.458884748397395e-06
n,2,33675,nose,5.281557605485432e-06,5.281557605485432e-06
n,2,34520,raw,4.211901796224993e-06,4.211901796224993e-06
n,2,34524,raw,3.616300318753929e-06,3.616300318753929e-06
n,2,34530,raw,3.343167918501422e-06,3.343167918501422e-06
n,2,34880,nose,4.9788250180426985e-06,4.9788250180426985e-06
n,2,35199,nose,4.372735929791816e-06,4.372735929791816e-06
n,2,35273,nose,4.3110221668030135e-06,4.3110221668030135e-06
n,2,35346,raw,3.866675342578674e-06,3.866675342578674e-06
n,2,36225,raw,3.403560867809574e-06,3.403560867809574e-06
n,2,36232,nose,5.254497864370933e-06,5.254497864370933e-06
n,2,36687,raw,3.915311935998034e-06,3.915311935998034e-06
n,2,36792,raw,3.720004997376236e-06,3.720004997376236e-06
n,2,36917,nose,4.57899113825988e-06,4.57899113825988e-06
n,2,37023,nose,4.561284640658414e-06,4.561284640658414e-06
n,2,37357,raw,4.255663043295499e-06,4.255663043295499e-06
n,2,37357,nose,3.5722378015634604e-06,3.5722378015634604e-06
n,2,37358,raw,4.467735379876103e-06,4.467735379876103e-06
n,2,37522,raw,4.2686297092586756e-06,4.2686297092586756e-06
n,2,37677,raw,2.9236591672088252e-06,2.9236591672088252e-06
n,2,38007,nose,4.9606369429966435e-06,4.9606369429966435e-06
n,2,38035,nose,5.001993031328311e-06,5.001993031328311e-06
n,2,38304,nose,4.253774932294618e-06,4.253774932294618e-06
n,2,38330,raw,3.2556367841607425e-06,3.2556367841607425e-06
n,2,38332,raw,3.7960642202961026e-06,3.7960642202961026e-06
n,2,38663,nose,4.272832029528217e-06,4.272832029528217e-06
n,2,38858,nose,4.503260242927354e-06,4.503260242927354e-06
n,2,38896,raw,4.307924427848775e-06,4.307924427848775e-06
n,2,39168,raw,3.707600853886106e-06,3.707600853886106e-06
n,2,39561,raw,4.036785412608879e-06,4.036785412608879e-06
n,2,39561,nose,4.1724665607034694e-06,4.1724665607034694e-06
n,2,39619,raw,3.6249887216399657e-06,3.6249887216399657e-06
n,2,39902,raw,3.819015091721667e-06,3.819015091721667e-06
n,2,40001,raw,3.231066784792347e-06,3.231066784792347e-06
n,2,40003,raw,3.3712642562022666e-06,3.3712642562022666e-06
n,2,40012,raw,3.4167628655268345e-06,3.4167628655268345e-06
n,2,40029,raw,3.2268117138301022e-06,3.2268117138301022e-06
n,2,40039,raw,3.615521563915536e-06,3.615521563915536e-06
n,2,40040,raw,3.89300021197414e-06,3.89300021197414e-06
n,2,40053,raw,3.545914523783722e-06,3.545914523783722e-06
n,2,40144,raw,3.921186362276785e-06,3.921186362276785e-06
n,2,40198,raw,3.351912482685293e-06,3.351912482685293e-06
n,2,40207,raw,3.139938826279831e-06,3.139938826279831e-06
n,2,40219,raw,3.5449795632302994e-06,3.5449795632302994e-06
n,2,40249,raw,3.3798739877966e-06,3.3798739877966e-06
n,2,40301,raw,3.5711138934857445e-06,3.5711138934857445e-06
n,2,40317,raw,3.617116135501419e-06,3.617116135501419e-06
n,2,40599,nose,5.29578710484202e-06,5.29578710484202e-06
n,2,40826,nose,4.239233021507971e-06,4.239233021507971e-06
n,2,40980,raw,3.466168209342868e-06,3.466168209342868e-06
n,2,41022,nose,4.177257778792409e-06,4.177257778792409e-06
n,2,41032,nose,5.200694886298152e-06,5.200694886298152e-06
n,2,41772,nose,5.033536581322551e-06,5.033536581322551e-06
n,2,41940,raw,3.797191993726301e-06,3.797191993726301e-06
n,2,42277,nose,4.32340902989381e-06,4.32340902989381e-06
n,2,42567,nose,6.138921889942139e-06,6.138921889942139e-06
n,2,42709,nose,5.279917331790784e-06,5.279917331790784e-06
n,2,42785,raw,3.6852504763373872e-06,3.6852504763373872e-06
n,2,42829,raw,3.652742179838242e-06,3.652742179838242e-06
n,2,42841,nose,3.923219992429949e-06,3.923219992429949e-06
n,2,43062,nose,4.255942258168943e-06,4.255942258168943e-06
n,2,43130,nose,4.579764663503738e-06,4.579764663503738e-06
n,2,43156,raw,3.1510699045611545e-06,3.1510699045611545e-06
n,2,43192,raw,3.4326828881603433e-06,3.4326828881603433e-06
n,2,43474,raw,3.0063670237723272e-06,3.0063670237723272e-06
n,2,43475,raw,3.3191683996847132e-06,3.3191683996847132e-06
n,2,43529,nose,3.613489752751775e-06,3.613489752751775e-06
n,2,43571,raw,3.7086101656313986e-06,3.7086101656313986e-06
n,2,44052,nose,4.631742285710061e-06,4.631742285710061e-06
n,2,44604,nose,4.567606538330438e-06,4.567606538330438e-06
n,2,44730,nose,4.634617198462365e-06,4.634617198462365e-06
n,2,44749,nose,5.009919277654262e-06,5.009919277654262e-06
n,2,44780,nose,5.673653049598215e-06,5.673653049598215e-06
n,2,44826,nose,4.020671894977568e-06,4.020671894977568e-06
n,2,45039,raw,3.3786138828872936e-06,3.3786138828872936e-06
n,2,45537,nose,3.7591225918731652e-06,3.7591225918731652e-06
n,2,45804,raw,4.033935056213522e-06,4.033935056213522e-06
n,2,46127,raw,3.414815864744014e-06,3.414815864744014e-06
n,2,46127,nose,4.619000719685573e-06,4.619000719685573e-06
n,2,46317,raw,3.936498615075834e-06,3.936498615075834e-06
n,2,46471,nose,5.6216103985207155e-06,5.6216103985207155e-06
n,2,47470,nose,4.5074589252180886e-06,4.5074589252180886e-06
n,2,47810,raw,3.280945293226978e-06,3.280945293226978e-06
n,2,47827,nose,4.576144419843331e-06,4.576144419843331e-06
n,2,47832,raw,3.6549545257003047e-06,3.6549545257003047e-06
n,2,48177,raw,4.172432454652153e-06,4.172432454652153e-06
n,2,48280,raw,3.94625885746791e-06,3.94625885746791e-06
n,2,48303,nose,5.658914233208634e-06,5.658914233208634e-06
n,2,48848,nose,4.5731185309705324e-06,4.5731185309705324e-06
n,2,48971,nose,4.967720542481402e-06,4.967720542481402e-06
n,2,49184,nose,4.594605798047269e-06,4.594605798047269e-06
n,2,49193,raw,3.3561889267730294e-06,3.3561889267730294e-06
n,2,49275,raw,3.5664652386913076e-06,3.5664652386913076e-06
n,2,49296,nose,5.672920451615937e-06,5.672920451615937e-06
n,2,49358,nose,5.426234110927908e-06,5.426234110927908e-06
n,2,49378,nose,4.0909458220994566e-06,4.0909458220994566e-06
n,2,49463,nose,5.105618583911564e-06,5.105618583911564e-06
n,2,49583,nose,4.872421868640231e-06,4.872421868640231e-06
n,2,49727,nose,4.326128873799462e-06,4.326128873799462e-06
n,2,49933,nose,4.5167757889430504e-06,4.5167757889430504e-06
n,2,50001,nose,4.28343173553003e-06,4.28343173553003e-06
n,2,50099,nose,4.6168202061380725e-06,4.6168202061380725e-06
n,2,50162,nose,3.774216111196438e-06,3.774216111196438e-06
n,2,50399,nose,4.4939770305063576e-06,4.4939770305063576e-06
n,2,50433,nose,4.709293079940835e-06,4.709293079940835e-06
n,2,50756,raw,3.59209025191376e-06,3.59209025191376e-06
n,2,50794,raw,3.6434628327697283e-06,3.6434628327697283e-06
n,2,50971,raw,3.781927034651744e-06,3.781927034651744e-06
n,2,50985,raw,3.7982069898134796e-06,3.7982069898134796e-06
n,2,50999,raw,3.829513843811583e-06,3.829513843811583e-06
n,2,51075,nose,5.3019302868051454e-06,5.3019302868051454e-06
n,2,51329,nose,4.98421741212951e-06,4.98421741212951e-06
n,2,52039,nose,4.911325504508568e-06,4.911325504508568e-06
n,2,52086,nose,4.714427177532343e-06,4.714427177532343e-06
n,2,52181,nose,4.8412866817670874e-06,4.8412866817670874e-06
n,2,52215,nose,5.627754035231192e-06,5.627754035231192e-06
n,2,52230,nose,3.8095245145086665e-06,3.8095245145086665e-06
n,2,52423,nose,4.801132490683813e-06,4.801132490683813e-06
n,2,52465,nose,4.404757873999188e-06,4.404757873999188e-06
n,2,52550,nose,4.718085619970225e-06,4.718085619970225e-06
n,2,52677,nose,5.430850706034107e-06,5.430850706034107e-06
n,2,52924,nose,4.938841811963357e-06,4.938841811963357e-06
n,2,53588,nose,4.761762738780817e-06,4.761762738780817e-06
n,2,53617,nose,4.631893261830555e-06,4.631893261830555e-06
n,2,53882,nose,4.853429345530458e-06,4.853429345530458e-06
n,2,54010,nose,5.8127002375840675e-06,5.8127002375840675e-06
n,2,54051,nose,4.9009054237103555e-06,4.9009054237103555e-06
n,2,54308,raw,4.1076159504882526e-06,4.1076159504882526e-06
n,2,54314,raw,3.915336037607631e-06,3.915336037607631e-06
n,2,55644,nose,5.3233984544931445e-06,5.3233984544931445e-06
n,2,55675,nose,5.4416636885434855e-06,5.4416636885434855e-06
n,2,55815,raw,3.6358426314109238e-06,3.6358426314109238e-06
n,2,55815,nose,3.930923412553966e-06,3.930923412553966e-06
n,2,55820,raw,3.5214179661124945e-06,3.5214179661124945e-06
n,2,55880,nose,4.166168764641043e-06,4.166168764641043e-06
n,3,8,raw,3.354066393512767e-06,3.354066393512767e-06
n,3,11,raw,3.969046701968182e-06,3.969046701968182e-06
n,3,140,raw,3.37088135893282e-06,3.37088135893282e-06
n,3,166,raw,4.098038971278584e-06,4.098038971278584e-06
n,3,908,raw,2.926076831499813e-06,2.926076831499813e-06
n,3,908,nose,4.855547103943536e-06,4.855547103943536e-06
n,3,928,raw,3.158584377160878e-06,3.158584377160878e-06
n,3,947,raw,3.706345978571335e-06,3.706345978571335e-06
n,3,947,nose,4.805259777640458e-06,4.805259777640458e-06
n,3,969,raw,3.559510787454201e-06,3.559510787454201e-06
n,3,1605,raw,3.6582425764208892e-06,3.6582425764208892e-06
